LECROYWS4024HD,18500,Waveform
Segments,1,SegmentSize,125002
Segment,TrigTime,TimeSinceSegment1
#1,03-Nov-2025 17:42:26,0                 
Time,Ampl
4.4899658e-005,0.004235183
4.4900058e-005,0.004235183
4.4900458e-005,0.003764607
4.4900858e-005,0.002823455
4.4901258e-005,0.002352879
4.4901658e-005,0.002823455
4.4902058e-005,0.002823455
4.4902458e-005,0.002823455
4.4902858e-005,0.002823455
4.4903258e-005,0.002352879
4.4903658e-005,0.001882303
4.4904058e-005,0.002352879
4.4904458e-005,0.003294031
4.4904858e-005,0.004705758
4.4905258e-005,0.00564691
4.4905658e-005,0.00564691
4.4906058e-005,0.005176334
4.4906458e-005,0.003294031
4.4906858e-005,0.002823455
4.4907258e-005,0.003294031
4.4907658e-005,0.003294031
4.4908058e-005,0.002823455
4.4908458e-005,0.003294031
4.4908858e-005,0.003764607
4.4909258e-005,0.003294031
4.4909658e-005,0.003294031
4.4910058e-005,0.002352879
4.4910458e-005,0.002823455
4.4910858e-005,0.003764607
4.4911258e-005,0.004235183
4.4911658e-005,0.004235183
4.4912058e-005,0.004235183
4.4912458e-005,0.004705758
4.4912858e-005,0.00564691
4.4913258e-005,0.00564691
4.4913658e-005,0.004705758
4.4914058e-005,0.004235183
4.4914458e-005,0.004235183
4.4914858e-005,0.004235183
4.4915258e-005,0.003764607
4.4915658e-005,0.003764607
4.4916058e-005,0.003294031
4.4916458e-005,0.003294031
4.4916858e-005,0.004705758
4.4917258e-005,0.005176334
4.4917658e-005,0.004705758
4.4918058e-005,0.004705758
4.4918458e-005,0.004705758
4.4918858e-005,0.003764607
4.4919258e-005,0.003764607
4.4919658e-005,0.004235183
4.4920058e-005,0.003764607
4.4920458e-005,0.003294031
4.4920858e-005,0.003764607
4.4921258e-005,0.004705758
4.4921658e-005,0.004705758
4.4922058e-005,0.004235183
4.4922458e-005,0.003764607
4.4922858e-005,0.002823455
4.4923258e-005,0.002352879
4.4923658e-005,0.002823455
4.4924058e-005,0.003294031
4.4924458e-005,0.003294031
4.4924858e-005,0.003294031
4.4925258e-005,0.003294031
4.4925658e-005,0.003764607
4.4926058e-005,0.004235183
4.4926458e-005,0.003764607
4.4926858e-005,0.002823455
4.4927258e-005,0.002823455
4.4927658e-005,0.003294031
4.4928058e-005,0.004235183
4.4928458e-005,0.005176334
4.4928858e-005,0.00564691
4.4929258e-005,0.005176334
4.4929658e-005,0.004235183
4.4930058e-005,0.004235183
4.4930458e-005,0.003764607
4.4930858e-005,0.003294031
4.4931258e-005,0.003294031
4.4931658e-005,0.003294031
4.4932058e-005,0.003294031
4.4932458e-005,0.002823455
4.4932858e-005,0.002823455
4.4933258e-005,0.003764607
4.4933658e-005,0.004235183
4.4934058e-005,0.004235183
4.4934458e-005,0.004705758
4.4934858e-005,0.004235183
4.4935258e-005,0.002823455
4.4935658e-005,0.002352879
4.4936058e-005,0.001882303
4.4936458e-005,0.001882303
4.4936858e-005,0.001411728
4.4937258e-005,0.0009411517
4.4937658e-005,0.001882303
4.4938058e-005,0.002823455
4.4938458e-005,0.003294031
4.4938858e-005,0.003294031
4.4939258e-005,0.002823455
4.4939658e-005,0.002823455
4.4940058e-005,0.002823455
4.4940458e-005,0.001882303
4.4940858e-005,0.0009411517
4.4941258e-005,0
4.4941658e-005,0.0004705758
4.4942058e-005,0.0009411517
4.4942458e-005,0.001411728
4.4942858e-005,0.0009411517
4.4943258e-005,-0.0004705758
4.4943658e-005,-0.0009411517
4.4944058e-005,0
4.4944458e-005,0.0004705758
4.4944858e-005,0.0009411517
4.4945258e-005,0.001882303
4.4945658e-005,0.003294031
4.4946058e-005,0.002352879
4.4946458e-005,0.001882303
4.4946858e-005,0.001882303
4.4947258e-005,0.002352879
4.4947658e-005,0.002352879
4.4948058e-005,0.002352879
4.4948458e-005,0.001411728
4.4948858e-005,0.0004705758
4.4949258e-005,0.001882303
4.4949658e-005,0.003764607
4.4950058e-005,0.00564691
4.4950458e-005,0.006588062
4.4950858e-005,0.006117486
4.4951258e-005,0.004705758
4.4951658e-005,0.004235183
4.4952058e-005,0.004705758
4.4952458e-005,0.005176334
4.4952858e-005,0.005176334
4.4953258e-005,0.00564691
4.4953658e-005,0.00564691
4.4954058e-005,0.004705758
4.4954458e-005,0.004235183
